DateComtd,DayComtd,TimeComtd,Barangay,X,Y,CrimeType,CrimeCategory,Classification,CaseStat,Solved,Cleared,"Place of Occurrence"
18/03/2020,Wednesday,16:05:00,Looc,123.311874,9.316141,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
18/03/2020,Wednesday,16:15:00,Looc,123.312141,9.316014,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
18/03/2020,Wednesday,17:10:00,Candau-ay,123.264877,9.315257,"INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj","Filed in Pros / Court",No,Yes,"(Inside Residences) - Public Residential Area"
18/03/2020,Wednesday,22:35:00,Looc,123.311836,9.3162,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
19/03/2020,Thursday,14:10:00,"Poblacion No. 3 (Barangay 3)",123.307701,9.304466,"NON-INDEX CRIME",SPECIALLAWS,"PD 1619 (ILL POSS'N OF VOLATILE SUBSTANCE)","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
19/03/2020,Thursday,15:50:00,Looc,123.311974,9.316406,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
20/03/2020,Friday,11:05:00,"Poblacion No. 7 (Barangay 7)",123.304581,9.306446,"INDEX CRIME",ROBBERY,Extortion,"Filed in Pros / Court",Yes,Yes,"(Commercial-Business Establishments) - Office "
20/03/2020,Friday,17:20:00,Taclobo,123.300224,9.310386,"NON-INDEX CRIME",OTHERNONINDEX,Estafa,"Victim refused to file a case",Yes,Yes,"(Commercial-Business Establishments) - Office "
21/03/2020,Saturday,1:45:00,"Poblacion No. 1 (Barangay 1)",123.310394,9.299598,"NON-INDEX CRIME",OTHERNONINDEX,"Assault/Resistance to Authority","Victim refused to file a case",Yes,Yes,"(Inside Residences - Subdivision) - w/o Security Guard"
20/03/2020,Friday,15:15:00,Calindagan,123.307884,9.301314,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
20/03/2020,Friday,17:00:00,"Poblacion No. 8 (Barangay 8)",123.304924,9.30413,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
21/03/2020,Saturday,4:00:00,Camanjac,123.27092,9.326374,"INDEX CRIME",THEFT,Salisi,"Victim refused to file a case",Yes,Yes,Church
21/03/2020,Saturday,8:37:00,Taclobo,123.298668,9.310562,"INDEX CRIME",THEFT,Salisi,"Victim refused to file a case",Yes,Yes,"(Commercial-Business Establishments) - Grocery / Convenience Store / Sari sari Store"
16/03/2020,Monday,4:00:00,Bantayan,123.304306,9.328814,"INDEX CRIME",THEFT,Salisi,"Victim refused to file a case",Yes,Yes,"(Inside Residences - Subdivision) - w/o Security Guard"
21/03/2020,Saturday,14:30:00,Calindagan,123.307899,9.300858,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
22/03/2020,Sunday,1:00:00,"Poblacion No. 3 (Barangay 3)",123.305687,9.306149,"NON-INDEX CRIME",OTHERNONINDEX,"Assault/Resistance to Authority","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
22/03/2020,Sunday,8:00:00,Piapi,123.311127,9.326951,"INDEX CRIME",THEFT,"Petnapping ","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
22/03/2020,Sunday,16:00:00,Bajumpandan,123.282928,9.282488,"NON-INDEX CRIME",SPECIALLAWS,"COCKFIGHTING LAW OF 1974 - PD 449","Filed in Pros / Court",Yes,Yes,"Unihabited Place"
22/03/2020,Sunday,17:30:00,Candau-ay,123.262398,9.314432,"NON-INDEX CRIME",OTHERNONINDEX,"Unjust Vexation","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
22/03/2020,Sunday,17:50:00,Banilad,123.294655,9.274981,"NON-INDEX CRIME",SPECIALLAWS,"COCKFIGHTING LAW OF 1974 - PD 449","Filed in Pros / Court",Yes,Yes,"Unihabited Place"
22/03/2020,Sunday,21:00:00,Batinguel,123.278404,9.312526,"INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
23/03/2020,Monday,20:12:00,Taclobo,123.304039,9.304283,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
23/03/2020,Monday,20:12:00,Taclobo,123.304039,9.304283,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
23/03/2020,Monday,23:00:00,Bagacay,123.285461,9.296242,"NON-INDEX CRIME",OTHERNONINDEX,"Assault/Resistance to Authority","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
24/03/2020,Tuesday,0:30:00,Looc,123.311371,9.315977,"NON-INDEX CRIME",OTHERNONINDEX,"Assault/Resistance to Authority","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
24/03/2020,Tuesday,10:30:00,"Poblacion No. 3 (Barangay 3)",123.30584,9.306046,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"Public Market  "
24/03/2020,Tuesday,11:00:00,Bantayan,123.30761,9.33099,"INDEX CRIME",ROBBERY,"Robbery w/ ForceUponThings","Filed in Pros / Court",Yes,Yes,"(Inside Residences - Subdivision) - w/o Security Guard"
25/03/2020,Wednesday,13:20:00,Looc,123.311783,9.315882,"NON-INDEX CRIME",OTHERNONINDEX,"Assault/Resistance to Authority","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
25/03/2020,Wednesday,12:30:00,Looc,123.311897,9.316353,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
25/03/2020,Wednesday,14:25:00,Looc,123.310493,9.314421,"NON-INDEX CRIME",SPECIALLAWS,"PD 1602 / RA 9287  (GAMBLING)","Filed in Pros / Court",No,Yes,"(Inside Residences) - Public Residential Area"
24/03/2020,Tuesday,18:45:00,Bagacay,123.293388,9.299884,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
25/03/2020,Wednesday,21:15:00,Calindagan,123.30883,9.300636,"NON-INDEX CRIME",OTHERNONINDEX,"Assault/Resistance to Authority","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
26/03/2020,Thursday,0:00:00,Looc,123.311913,9.316327,"NON-INDEX CRIME",OTHERNONINDEX,"Assault/Resistance to Authority","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
26/03/2020,Thursday,2:00:00,Balugo,123.276642,9.305443,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
26/03/2020,Thursday,18:30:00,Junob,123.284363,9.297433,"NON-INDEX CRIME",SPECIALLAWS,"Anti-Fencing Law","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
26/03/2020,Thursday,23:15:00,Looc,123.311104,9.315279,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
26/03/2020,Thursday,8:05:00,Looc,123.311554,9.316006,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
26/03/2020,Thursday,8:05:00,Looc,123.311554,9.316006,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
27/03/2020,Friday,14:30:00,Calindagan,123.310196,9.300477,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
27/03/2020,Friday,14:35:00,Calindagan,123.310471,9.300541,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
27/03/2020,Friday,14:50:00,Calindagan,123.310226,9.300075,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
27/03/2020,Friday,14:40:00,Calindagan,123.308876,9.300445,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
27/03/2020,Friday,18:30:00,"Poblacion No. 3 (Barangay 3)",123.306107,9.304688,"NON-INDEX CRIME",OTHERNONINDEX,"Assault/Resistance to Authority","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
27/03/2020,Friday,21:01:00,Calindagan,123.307297,9.298201,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
27/03/2020,Friday,21:01:00,Calindagan,123.307297,9.298201,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
28/03/2020,Saturday,15:31:00,Batinguel,123.290543,9.30774,"NON-INDEX CRIME",SPECIALLAWS,"PD 1602 / RA 9287  (GAMBLING)","Filed in Pros / Court",No,Yes,"(Inside Residences) - Public Residential Area"
28/03/2020,Saturday,19:50:00,Junob,123.278328,9.296475,"INDEX CRIME",THEFT,Cellphone/Camera/Gadgets,"Victim refused to file a case",Yes,Yes,"(Inside Residences - Subdivision) - w/o Security Guard"
28/03/2020,Saturday,21:00:00,Taclobo,123.302689,9.305956,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
28/03/2020,Saturday,17:43:00,Calindagan,123.308769,9.299979,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
28/03/2020,Saturday,17:43:00,Calindagan,123.308769,9.299979,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
28/03/2020,Saturday,23:30:00,Piapi,123.311783,9.323769,"INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
29/03/2020,Sunday,18:20:00,Looc,123.311935,9.31629,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
29/03/2020,Sunday,20:30:00,Cadawinonan,123.269608,9.303219,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
29/03/2020,Sunday,20:50:00,Banilad,123.293327,9.280339,"NON-INDEX CRIME",OTHERNONINDEX,"Assault/Resistance to Authority","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
29/03/2020,Sunday,21:30:00,Looc,123.3125,9.318243,"NON-INDEX CRIME",OTHERNONINDEX,"Assault/Resistance to Authority","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
29/03/2020,Sunday,22:00:00,Bunao,123.292694,9.329889,"NON-INDEX CRIME",OTHERNONINDEX,"Assault/Resistance to Authority","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
29/03/2020,Sunday,22:30:00,Cantil-e,123.285545,9.305146,"INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
29/03/2020,Sunday,22:30:00,Looc,123.312325,9.317618,"NON-INDEX CRIME",OTHERNONINDEX,"Assault/Resistance to Authority","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
29/03/2020,Sunday,23:00:00,"Poblacion No. 3 (Barangay 3)",123.308678,9.306719,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
29/03/2020,Sunday,23:45:00,Looc,123.312607,9.318296,"NON-INDEX CRIME",OTHERNONINDEX,"Assault/Resistance to Authority","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
30/03/2020,Monday,1:00:00,Bunao,123.292702,9.329899,"NON-INDEX CRIME",OTHERNONINDEX,"Assault/Resistance to Authority","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
30/03/2020,Monday,11:10:00,Calindagan,123.308495,9.30053,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
30/03/2020,Monday,17:45:00,Calindagan,123.30896,9.300064,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
30/03/2020,Monday,20:30:00,Cantil-e,123.271347,9.280413,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
30/03/2020,Monday,21:00:00,Calindagan,123.308586,9.30053,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
31/03/2020,Tuesday,10:20:00,Looc,123.312607,9.318296,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
31/03/2020,Tuesday,9:30:00,Daro,123.301811,9.316771,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
31/03/2020,Tuesday,20:00:00,Daro,123.301811,9.316771,"INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj","Victim refused to file a case",Yes,Yes,Chapel
2020-05-03,Thursday,9:24:00,"Poblacion No. 8 (Barangay 8)",123.304924,9.30413,"NON-INDEX CRIME",SPECIALLAWS,"RA 7610 (CHILD ABUSE)","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-06-03,Friday,16:00:00,Banilad,123.294655,9.274981,"NON-INDEX CRIME",SPECIALLAWS,"RA 9262 (VAWC)","Filed in Pros / Court",No,Yes,"(Inside Residences) - Public Residential Area"
14/03/2020,Saturday,5:00:00,Piapi,123.311783,9.323769,"NON-INDEX CRIME",SPECIALLAWS,"RA 9262 (VAWC)","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
15/03/2020,Sunday,3:00:00,Batinguel,123.290543,9.30774,"NON-INDEX CRIME",SPECIALLAWS,"RA 9262 (VAWC)","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-01-04,Wednesday,18:00:00,Looc,123.311684,9.316613,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-01-04,Wednesday,18:20:00,Looc,123.311577,9.315575,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-02-04,Thursday,0:10:00,Calindagan,123.307846,9.299461,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-02-04,Thursday,8:00:00,Piapi,123.302826,9.323256,"INDEX CRIME",THEFT,Salisi,"Victim refused to file a case",Yes,Yes,"(Inside Residences - Subdivision) - w/o Security Guard"
2020-01-04,Wednesday,10:45:00,Banilad,123.293533,9.281408,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-02-04,Thursday,12:00:00,"Poblacion No. 1 (Barangay 1)",123.310432,9.305294,"INDEX CRIME",THEFT,Salisi,"Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-02-04,Thursday,18:00:00,"Poblacion No. 4 (Barangay 4)",123.309509,9.308947,"NON-INDEX CRIME",OTHERNONINDEX,"Unjust Vexation","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-02-04,Thursday,11:40:00,Bagacay,123.290207,9.299005,"INDEX CRIME",THEFT,Cellphone/Camera/Gadgets,"Victim refused to file a case",Yes,Yes,"(Commercial-Business Establishments) - Restaurant /Fastfood Chain/Eatery"
2020-02-04,Thursday,18:49:00,Batinguel,123.291252,9.309413,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-02-04,Thursday,18:49:00,Batinguel,123.291252,9.309413,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-02-04,Thursday,22:00:00,Banilad,123.294044,9.277088,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-02-04,Thursday,22:00:00,Banilad,123.294044,9.277088,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-02-04,Thursday,23:10:00,Looc,123.311966,9.316475,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-02-04,Thursday,23:15:00,Looc,123.311722,9.314993,"NON-INDEX CRIME",OTHERNONINDEX,"Assault/Resistance to Authority","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-03-04,Friday,19:00:00,Banilad,123.293068,9.277575,"NON-INDEX CRIME",OTHERNONINDEX,"Assault/Resistance to Authority","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-04-04,Saturday,16:15:00,Balugo,123.281021,9.304977,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-04-04,Saturday,17:30:00,Bagacay,123.291641,9.298095,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-04-04,Saturday,17:45:00,"Poblacion No. 1 (Barangay 1)",123.309975,9.302828,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-04-04,Saturday,20:10:00,Daro,123.302399,9.312605,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-04-04,Saturday,20:10:00,Daro,123.302399,9.312605,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-06-04,Monday,10:13:00,Taclobo,123.296783,9.306618,"NON-INDEX CRIME",OTHERNONINDEX,Swindling,"Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-06-04,Monday,13:00:00,"Poblacion No. 3 (Barangay 3)",123.30687,9.306906,"NON-INDEX CRIME",OTHERNONINDEX,"Assault/Resistance to Authority","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-06-04,Monday,12:17:00,Talay,123.268822,9.28945,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-06-04,Monday,12:17:00,Talay,123.268822,9.28945,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-06-04,Monday,22:00:00,Taclobo,123.301788,9.30396,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-07-04,Tuesday,1:00:00,Cantil-e,123.266838,9.316538,"NON-INDEX CRIME",OTHERNONINDEX,"Assault/Resistance to Authority","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-08-04,Wednesday,13:15:00,Balugo,123.261002,9.303304,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-09-04,Thursday,9:30:00,Taclobo,123.295792,9.308323,"NON-INDEX CRIME",OTHERNONINDEX,"Assault/Resistance to Authority","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-09-04,Thursday,15:23:00,Junob,123.278641,9.296433,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-09-04,Thursday,15:23:00,Junob,123.278641,9.296433,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-10-04,Friday,2:17:00,Candau-ay,123.265839,9.315363,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-10-04,Friday,2:17:00,Candau-ay,123.265839,9.315363,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-11-04,Saturday,3:50:00,Batinguel,123.281906,9.311605,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-11-04,Saturday,3:50:00,Batinguel,123.281906,9.311605,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-11-04,Saturday,9:30:00,"Poblacion No. 2 (Barangay 2)",123.309593,9.302325,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-12-04,Sunday,10:45:00,Calindagan,123.30793,9.299439,"NON-INDEX CRIME",SPECIALLAWS,"RA 10591 / 8294 (FIREARMS & EXPLOSIVES)","Filed in Pros / Court",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-12-04,Sunday,10:45:00,Calindagan,123.30793,9.299439,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-12-04,Sunday,10:45:00,Calindagan,123.30793,9.299439,"NON-INDEX CRIME",OTHERNONINDEX,"Assault/Resistance to Authority","Filed in Pros / Court",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-12-04,Sunday,12:30:00,Calindagan,123.30761,9.298365,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
