DateComtd,DayComtd,TimeComtd,EntryNo,PPO,Unit/Station,Area of Incident,Barangay,Bldg/House No/Street/Sitio,X,Y,CrimeType,IndexCrimeType,CrimeCategory,Classification,Mode of Commission,StreetCrime,InvolMinor?,SpecialCase,WeaponUsed,FACaliber,FAStatus,FALicenseNr,C-R-S Firearms,FADisposition,Transport,MotorcycleRidingCriminals,Driver(Suspect),VehOwner,VehType,VehPlateNum,Drugs,DrugConfsctdItem,Gmblng,GmblngConfsctdItem,GmblngAmntCnfsctd,CrnppngRecUnrec,RobType,BankRobAmt,EstblshmntType,EstblshmntName,CaseStat,Solved,Cleared,Uncleared/Unsolved,Arrest,NrArrstdSspct,Place of Occurrence
04/08/2020,Tuesday,1:54 pm,202008-1120,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 8 (Barangay 8),Cervantes Extension,123.303932,9.30233,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu,"
1. one (1) piece heat sealed transparent plastic sachet containing suspected shabu now marked as GP-D-8-4-2020 with initials; (object of sale)
2. one (1) piece folded paper (red color) sealed with masking tape marked as GP-D1 8-4-2020 with initials;
3. four (4) pieces elongated heat sealed transparent plastic sachet containing suspected shabu now marked as GP-P1 8-4-2020 with initials to GP-P4 8- 4-2020 with initials;
4. four (4) pieces empty plastic sachets marked as GP-P5 8- 4-2020 with initials; and 
5. one (1) piece sling pouch color brown (conquer) brand now marked as GP-P6 8- 4-2020 with initials. 


7. REMARKS: Estimated total weight of all confiscated suspected shabu is more or less 5 Grams with corresponding DDB value amounting to Php 34, 000.00 which will be submitted to PNP Provincial Crime Laboratory for forensic examination. ",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
04/08/2020,Tuesday,1:54 pm,202008-1120,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 8 (Barangay 8),Cervantes Extension,123.303932,9.30233,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"
1. one (1) piece heat sealed transparent plastic sachet containing suspected shabu now marked as GP-D-8-4-2020 with initials; (object of sale)
2. one (1) piece folded paper (red color) sealed with masking tape marked as GP-D1 8-4-2020 with initials;
3. four (4) pieces elongated heat sealed transparent plastic sachet containing suspected shabu now marked as GP-P1 8-4-2020 with initials to GP-P4 8- 4-2020 with initials;
4. four (4) pieces empty plastic sachets marked as GP-P5 8- 4-2020 with initials; and 
5. one (1) piece sling pouch color brown (conquer) brand now marked as GP-P6 8- 4-2020 with initials. 


7. REMARKS: Estimated total weight of all confiscated suspected shabu is more or less 5 Grams with corresponding DDB value amounting to Php 34, 000.00 which will be submitted to PNP Provincial Crime Laboratory for forensic examination. ",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
05/08/2020,Wednesday,8:00 am,202008-1125,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Banilad,Purok Bayanihan,123.295563,9.289868,INDEX CRIME,Crime Against Property,THEFT,Qualified Theft,Qualified Theft,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
05/08/2020,Wednesday,11:15 pm,Traf(136)493,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Daro,Intersection Aldecoa and Real St.,123.30188,9.316708,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Filed in Pros / Court,No,Yes,No,No,0,Along the Roads/Streets/Alleys
04/08/2020,Tuesday,9:45 pm,Traf(136)490,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bajumpandan,"Diversion Road, Purok Kamaisan",123.275978,9.283377,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
06/08/2020,Thursday,9:40 pm,202008-1128,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,Purok Scorpion,123.298836,9.303606,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu,"
Confiscated pieces of evidence as follows:
a.	one (1) piece small elongated heat sealed transparent plastic sachet containing suspected shabu granules (subject of sale); 
b.	Six (6) pieces small elongated heat sealed transparent plastic sachet containing suspected shabu granules;
c.	one (1) piece elongated plastic;
d.	one(1) unit samsung with keypad color black and white;
e.	one (1) unit honda wave motorcycle color black bearing plate number; and
f.	one (1) piece geniune five hundred peso (₱500.00) bill bearing serial number QY212105 used as Buy-Bust money.

g.	Remark	s: The confiscated suspected shabu with estimated weight more or less 0.9 grams with DDB value of ₱6,800.00.
",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
06/08/2020,Thursday,9:40 pm,202008-1128,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,Purok Scorpion,123.298836,9.303606,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"
Confiscated pieces of evidence as follows:
a.	one (1) piece small elongated heat sealed transparent plastic sachet containing suspected shabu granules (subject of sale); 
b.	Six (6) pieces small elongated heat sealed transparent plastic sachet containing suspected shabu granules;
c.	one (1) piece elongated plastic;
d.	one(1) unit samsung with keypad color black and white;
e.	one (1) unit honda wave motorcycle color black bearing plate number; and
f.	one (1) piece geniune five hundred peso (₱500.00) bill bearing serial number QY212105 used as Buy-Bust money.

g.	Remark	s: The confiscated suspected shabu with estimated weight more or less 0.9 grams with DDB value of ₱6,800.00.
",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
08/08/2020,Saturday,11:30 am,202008-1131,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Daro,EJ Blanco Drive Extension,123.296547,9.32018,INDEX CRIME,Crime Against Person,MURDER,FRUSTRATED,Shooting - M,,No,,Small Arms - Handgun (Pistol or Revolver),Cal.45,,,UNRECOVERED,,,Yes,,,,,,,,,,,,,,,Under Investigation,No,No,Yes,No,0,Along the Roads/Streets/Alleys
08/08/2020,Saturday,3:59 pm,202008-1132,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Camanjac,Purok Alcapone,123.274445,9.323685,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu,"
a.	one (1) piecemediuim size transparent heat sealed plastic sachet containing suspected shabu granules (subject of sale);
b.	Three(3) piecesmedium size heat sealed transparent plastic sachet containing suspected shabu granules;
c.	one (1) big size heat sealedtransparent plastic sachet containing suspected shabu granules;
d.	six (6) pcs elongated transparent plastic sachets containing suspected shabu granules;
e.	one (1) small black pouch containing item number 2,3, and 4;
f.	one (1)  pc cellphone keypad color blue Qnet brand; 
g.	one(1) unit honda wave motorcycle color blue bearing plate number IL-8506; and
h.	one (1) piece geniune five hundred peso (₱500.00) bill bearing serial number LL938200 used as Buy-Bust money.

i.	Remark	s:The confiscated suspected shabuwithestimated weight more or less 8.36 grams with DDB value of ₱56,848.00. The arrested suspect was brought to this office pending for filing of appropriate charges against him, while  the confiscated pieces of evidence was brought to PNP Crime Laboratory for examination.

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
08/08/2020,Saturday,3:59 pm,202008-1132,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Camanjac,Purok Alcapone,123.274445,9.323685,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"
a.	one (1) piecemediuim size transparent heat sealed plastic sachet containing suspected shabu granules (subject of sale);
b.	Three(3) piecesmedium size heat sealed transparent plastic sachet containing suspected shabu granules;
c.	one (1) big size heat sealedtransparent plastic sachet containing suspected shabu granules;
d.	six (6) pcs elongated transparent plastic sachets containing suspected shabu granules;
e.	one (1) small black pouch containing item number 2,3, and 4;
f.	one (1)  pc cellphone keypad color blue Qnet brand; 
g.	one(1) unit honda wave motorcycle color blue bearing plate number IL-8506; and
h.	one (1) piece geniune five hundred peso (₱500.00) bill bearing serial number LL938200 used as Buy-Bust money.

i.	Remark	s:The confiscated suspected shabuwithestimated weight more or less 8.36 grams with DDB value of ₱56,848.00. The arrested suspect was brought to this office pending for filing of appropriate charges against him, while  the confiscated pieces of evidence was brought to PNP Crime Laboratory for examination.

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
09/08/2020,Sunday,11:15 am,202008-1135,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,Canday-ong,123.308624,9.30025,NON-INDEX CRIME,,SPECIALLAWS,COCKFIGHTING LAW OF 1974 - PD 449,ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Fighting Cock,"
1. Two (2) seriously wounded fighting cocks with gaffs; and
2. Five (5) Pieces One Hundred Peso Bill bet money.

   ",Php 500.00,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,5,Unihabited Place
09/08/2020,Sunday,3:30 pm,202008-1137,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bunao,Quarantine Checkpoint,123.295418,9.330058,NON-INDEX CRIME,,OTHERNONINDEX,Assault/Resistance to Authority,discourteous and arrogant and disobeyed that he argued with the said officers ,,No,,,,,,,,,,,,,,,,,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,Along the Roads/Streets/Alleys
10/08/2020,Monday,9:15 am,Traf(136)502,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Daro,Fronting NOPH,123.299515,9.322192,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
11/08/2020,Tuesday,6:50 am,Traf(136)503,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 3 (Barangay 3),"Intersection San Juan St. and Real St,",123.305511,9.309222,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
11/08/2020,Tuesday,9:59 pm,202008-1150,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,Purok Tres Rosas,123.292564,9.302555,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu,"One (1) piece mediuim size transparent heat sealed plastic sachet containing suspected shabu granules (subject of sale); One (1) unit keypad Cherry Mobile cellular phone color black and red combination; One (1) unit Yamaha Mio with color combination Pink and Black with key, bearing temporary plate 070108; and One (1) piece geniune one thousan peso (₱1.000.00) bill bearing serial number SZ233271 used as Buy-Bust money.",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
11/08/2020,Tuesday,7:45 pm,Traf(136)504,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,T. Junction going to DCHS,123.300934,9.296351,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
12/08/2020,Wednesday,9:45 pm,202008-1154,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Candau-ay,Purok Yellow Tops,123.264542,9.312092,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu,"
1.	One (1) piece heat sealed transparent plastic sachet containing suspected shabu now marked as RG-BB 8-12-2020with signature; object of sal
2.	Two (2) pieces heat sealed transparent plastic sachet containing suspected shabu now marked as RG-P1 8-12-2020 with signature toRG-P2 8-12-2020 with signature all placed inside transparent plastic now marked as RG-P3 8-12-2020 with signature;and
3.	One (1) piece five hundred peso bill with serial number MG 033266 used as Buy Bust money. 

7. REMARKS:Estimated total weight of all confiscated suspected shabu is more or less 5 Gramswith corresponding DDB value amounting to Php34,000.00 which will be submitted to PNP ProvincialCrime Laboratory for forensic examination. Said suspect was informed of the nature of the offensehe committed and appraised of his constitutional and statutory rights as well as the anti-torture warning in a dialect understood by him as provided by law. Arrested suspect is now temporarily detained in Dumaguete City Police Station and pieces of evidence confiscated were processed for proper disposition. Appropriate charges for Violation of Section5 and 11 Article II of R.A. 9165is now being prepared against the arrested suspect for filing in court. Progress report will follow.",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
12/08/2020,Wednesday,9:45 pm,202008-1154,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Candau-ay,Purok Yellow Tops,123.264542,9.312092,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"
1.	One (1) piece heat sealed transparent plastic sachet containing suspected shabu now marked as RG-BB 8-12-2020with signature; object of sal
2.	Two (2) pieces heat sealed transparent plastic sachet containing suspected shabu now marked as RG-P1 8-12-2020 with signature toRG-P2 8-12-2020 with signature all placed inside transparent plastic now marked as RG-P3 8-12-2020 with signature;and
3.	One (1) piece five hundred peso bill with serial number MG 033266 used as Buy Bust money. 

7. REMARKS:Estimated total weight of all confiscated suspected shabu is more or less 5 Gramswith corresponding DDB value amounting to Php34,000.00 which will be submitted to PNP ProvincialCrime Laboratory for forensic examination. Said suspect was informed of the nature of the offensehe committed and appraised of his constitutional and statutory rights as well as the anti-torture warning in a dialect understood by him as provided by law. Arrested suspect is now temporarily detained in Dumaguete City Police Station and pieces of evidence confiscated were processed for proper disposition. Appropriate charges for Violation of Section5 and 11 Article II of R.A. 9165is now being prepared against the arrested suspect for filing in court. Progress report will follow.",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
13/08/2020,Thursday,1:40 am,202008-1157,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Daro,Purok Kawayan,123.299026,9.316983,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu,"Confiscated pieces of evidence as follows: sachet containing suspected shabu granules (subject of sale); Three(3) pieceselongated heat sealed transparent plastic sachet containing suspected shabu granules; one (1) pouch with color combinatiions Red and Black; and one (1) piece geniune One thousand peso (₱1,000.00) bill bearing serial number AS162391 used as Buy-Bust money. The confiscated suspected shabu with estimated weight more or less 4.8 grams with DDB value of ₱32,640.00. The arrested suspect was brought to Dumaguete CPS pending for filing of appropriate charges against him, while the confiscated pieces of evidence was brought to PNP Crime Laboratory for examination.",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
13/08/2020,Thursday,1:40 am,202008-1157,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Daro,Purok Kawayan,123.299026,9.316983,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"Confiscated pieces of evidence as follows: sachet containing suspected shabu granules (subject of sale); Three(3) pieceselongated heat sealed transparent plastic sachet containing suspected shabu granules; one (1) pouch with color combinatiions Red and Black; and one (1) piece geniune One thousand peso (₱1,000.00) bill bearing serial number AS162391 used as Buy-Bust money. The confiscated suspected shabu with estimated weight more or less 4.8 grams with DDB value of ₱32,640.00. The arrested suspect was brought to Dumaguete CPS pending for filing of appropriate charges against him, while the confiscated pieces of evidence was brought to PNP Crime Laboratory for examination.",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
13/08/2020,Thursday,3:45 pm,202008-1162,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Camanjac,Purok Maisan,123.273949,9.323949,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu," Confiscated during the operation were one (1) piece heat-sealed transparent plastic sachet containing white crystalline substance suspected to be shabu as the object of sale, one (1) piece sealed sachet of GREAT TASTE COFFEE containing one (1) piece heat-sealed transparent plastic sachet containing white crystalline substance suspected to be shabu weighing MOL 5 grams with an estimated market value of Php 34,000, one (1) unit Honda XRM with plate no. JZ910, one (1) unit cellular phone and one (1) piece five hundred peso bill (Php500.00) bearing serial number CC036138.",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
13/08/2020,Thursday,3:45 pm,202008-1162,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Camanjac,Purok Maisan,123.273949,9.323949,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu," Confiscated during the operation were one (1) piece heat-sealed transparent plastic sachet containing white crystalline substance suspected to be shabu as the object of sale, one (1) piece sealed sachet of GREAT TASTE COFFEE containing one (1) piece heat-sealed transparent plastic sachet containing white crystalline substance suspected to be shabu weighing MOL 5 grams with an estimated market value of Php 34,000, one (1) unit Honda XRM with plate no. JZ910, one (1) unit cellular phone and one (1) piece five hundred peso bill (Php500.00) bearing serial number CC036138.",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
12/08/2020,Wednesday,3:25 pm,Traf(136)506,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 3 (Barangay 3),Fronting China Bank,123.305679,9.306417,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,1,Along the Roads/Streets/Alleys
15/08/2020,Saturday,5:00 pm,202008-1168,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Taclobo,Purok Santan,123.296913,9.306258,NON-INDEX CRIME,,SPECIALLAWS,PD 1602 / RA 9287  (GAMBLING),ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Majong,"
a.	One (1) Madjong Set. 
b.	Bet money amounting to ₱400.00 in different denominations.
c.	One (1) Madjong Table made of steel and 
d.	Four (4) Plastic Chairs.",Php 400.00,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,5,(Inside Residences) - Public Residential Area
15/08/2020,Saturday,8:35 pm,202008-1169,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Balugo,Purok Caimito,123.255745,9.304733,NON-INDEX CRIME,,SPECIALLAWS,PD 1602 / RA 9287  (GAMBLING),ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Tong-its,"
a.	One (1) set Playing Cards;
b.	Bet money amounting to ₱5,560.00 in different denominations;
c.	One (1) wooden Table; and
d.	Two (2) Plastic Chairs.",Php 5560.00,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,3,(Inside Residences) - Public Residential Area
16/08/2020,Sunday,12:10 am,202008-1170,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Junob,Purok Makugihon,123.286591,9.306576,NON-INDEX CRIME,,SPECIALLAWS,PD 1602 / RA 9287  (GAMBLING),ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Tong-its,"
1.) One (1) set Playing Cards. 
2.) Bet money amounting to ₱500. 00 in different denominations",Php 500.00,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,3,(Inside Residences) - Public Residential Area
15/08/2020,Saturday,8:30 pm,Traf(136)511,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Banilad,,123.294281,9.285791,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,1,Along the Roads/Streets/Alleys
16/08/2020,Sunday,2:50 pm,202008-1171,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Camanjac,Purok Makugihon,123.275414,9.324479,NON-INDEX CRIME,,SPECIALLAWS,COCKFIGHTING LAW OF 1974 - PD 449,ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Fighting Cock,". Two (2)` seriously wounded fighting cocks with individual gaffs; andvBet money amounting to ₱300.00 in different denominations.

",Php 300.00,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,2,Unihabited Place
18/08/2020,Tuesday,7:15 pm,202008-1185,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Mangnao-Canal,Purok Malinawon,123.302559,9.291917,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu,"

1.	One (1) piece elongated heat sealed transparent plastic sachet containing suspected shabu now marked as CMS-BB 8/18/2020; (object of sale)
2.	One (1) piece medium sized heat sealed transparent plastic sachet containing suspected shabu now marked as CMS-P1 8/18/2020 with signature; 
3.	One (1) piece medium sized heat sealed transparent plastic sachet containing suspected shabu now marked as CMS-P2 8/18/2020 with signature placed inside a tape sealed paper pack color red marked as CMS-P3 8/18/2020 with signature;
4.	One (1) piece small vial sealed with foil containing traces of suspected shabu now marked as CMS-P4 8/18/2020 with signature;
5.	One (1) piece transparent plastic container marked as CMS-P5 8/18/2020 with signature used as container for items no 2 to 4;
6.	One (1) piece five hundred peso bill with serial number AW823078 used as Buy Bust money; and 
7.	One (1) unit Kawasaki D tracker motorcycle with key, without plate number, color green marked as CMS-P6 8/18/2020 with signature. 
7.	REMARKS: Estimated total weight of all confiscated suspected shabu is more or less 7 Grams with corresponding DDB value amounting to Php 47,600.00 which will be submitted to PNP Provincial Crime Laboratory for forensic examination. Said suspect was informed of the nature of the offense he committed and appraised of his constitutional and statutory rights as well as the anti-torture warning in a dialect understood by him as provided by law. Arrested suspect is now temporarily detained in Dumaguete CPS and pieces of evidence confiscated were processed for proper disposition. Appropriate charges for Violation of Section 5 and section 11 of Article II of R.A. 9165 is now being prepared against arrested suspect for filing in court. Progress report will follow. Progress report to follow.",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
18/08/2020,Tuesday,7:15 pm,202008-1185,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Mangnao-Canal,Purok Malinawon,123.302559,9.291917,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"

1.	One (1) piece elongated heat sealed transparent plastic sachet containing suspected shabu now marked as CMS-BB 8/18/2020; (object of sale)
2.	One (1) piece medium sized heat sealed transparent plastic sachet containing suspected shabu now marked as CMS-P1 8/18/2020 with signature; 
3.	One (1) piece medium sized heat sealed transparent plastic sachet containing suspected shabu now marked as CMS-P2 8/18/2020 with signature placed inside a tape sealed paper pack color red marked as CMS-P3 8/18/2020 with signature;
4.	One (1) piece small vial sealed with foil containing traces of suspected shabu now marked as CMS-P4 8/18/2020 with signature;
5.	One (1) piece transparent plastic container marked as CMS-P5 8/18/2020 with signature used as container for items no 2 to 4;
6.	One (1) piece five hundred peso bill with serial number AW823078 used as Buy Bust money; and 
7.	One (1) unit Kawasaki D tracker motorcycle with key, without plate number, color green marked as CMS-P6 8/18/2020 with signature. 
7.	REMARKS: Estimated total weight of all confiscated suspected shabu is more or less 7 Grams with corresponding DDB value amounting to Php 47,600.00 which will be submitted to PNP Provincial Crime Laboratory for forensic examination. Said suspect was informed of the nature of the offense he committed and appraised of his constitutional and statutory rights as well as the anti-torture warning in a dialect understood by him as provided by law. Arrested suspect is now temporarily detained in Dumaguete CPS and pieces of evidence confiscated were processed for proper disposition. Appropriate charges for Violation of Section 5 and section 11 of Article II of R.A. 9165 is now being prepared against arrested suspect for filing in court. Progress report will follow. Progress report to follow.",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
20/08/2020,Thursday,12:20 pm,202008-1187,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Batinguel,Purok 7,123.288673,9.310681,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu,"Confiscated pieces of evidence as follows:
a.	one (1) piece medium size heat sealed transparent plastic sachet containing suspected shabu granules (subject of sale); 
b.	Two (2) pieces big size heat sealed transparent plastic sachet containing suspected shabu granules;
c.	one (1) pouch color black;
d.	one(1) unit myphone keypad cellular phone color light green;
e.	one (1) unit suzuki shooter 115 Fi motorcycle color black and red combination no plate attached with key.
f.	one (1) piece geniune five hundred peso (₱500.00) bill bearing serial number MS114384 used as Buy-Bust money placed on top of a bogus money.

g.	Remark	s: The confiscated suspected shabu with estimated weight more or less 14 grams with DDB value of ₱95,200.00. The arrested suspect was brought to this office pending for filing of appropriate charges against him, while the confiscated pieces of evidence was brought to PNP Crime Laboratory for examination.

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
20/08/2020,Thursday,12:20 pm,202008-1187,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Batinguel,Purok 7,123.288673,9.310681,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"Confiscated pieces of evidence as follows:
a.	one (1) piece medium size heat sealed transparent plastic sachet containing suspected shabu granules (subject of sale); 
b.	Two (2) pieces big size heat sealed transparent plastic sachet containing suspected shabu granules;
c.	one (1) pouch color black;
d.	one(1) unit myphone keypad cellular phone color light green;
e.	one (1) unit suzuki shooter 115 Fi motorcycle color black and red combination no plate attached with key.
f.	one (1) piece geniune five hundred peso (₱500.00) bill bearing serial number MS114384 used as Buy-Bust money placed on top of a bogus money.

g.	Remark	s: The confiscated suspected shabu with estimated weight more or less 14 grams with DDB value of ₱95,200.00. The arrested suspect was brought to this office pending for filing of appropriate charges against him, while the confiscated pieces of evidence was brought to PNP Crime Laboratory for examination.

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
20/08/2020,Thursday,11:35 pm,202008-1188,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone 4,123.311951,9.316501,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu,"One (1) piece small size heat sealed transparent plastic sachet containing suspected shabu granules; One(1) piece empty transparent sachet plastic; and One (1) piece geniune five hundred peso (₱500.00) bill bearing serial number BV79710 used as Buy-Bust money placed on top of a bogus money. The seized suspected shabu has an estimated weight of more or less 1.98 grams with DDB value of Php 13,464.00 and was brought to Negros Oriental Provincial Crime Laboratory Office for examination. Arrested suspect is now under custody of Dumaguete CPS for proper disposition.",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
