DateComtd,DayComtd,TimeComtd,EntryNo,PPO,Unit/Station,Area of Incident,Barangay,Bldg/House No/Street/Sitio,X,Y,CrimeType,IndexCrimeType,CrimeCategory,Classification,Mode of Commission,StreetCrime,InvolMinor?,SpecialCase,WeaponUsed,FACaliber,FAStatus,FALicenseNr,C-R-S Firearms,FADisposition,Transport,MotorcycleRidingCriminals,Driver(Suspect),VehOwner,VehType,VehPlateNum,Drugs,DrugConfsctdItem,Gmblng,GmblngConfsctdItem,GmblngAmntCnfsctd,CrnppngRecUnrec,RobType,BankRobAmt,EstblshmntType,EstblshmntName,CaseStat,Solved,Cleared,Uncleared/Unsolved,Arrest,NrArrstdSspct,Place of Occurrence*,Column1,Column2
2022-04-05,Tuesday,13:10:00,202204-0681,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone 1,123.311043,9.316247,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu,,,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,3,(Inside Residences) - Public Residential Area,,
2022-04-09,Saturday,11:15:00,202204-0695,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bantayan,Angtay Gold course,123.300583,9.329222,INDEX CRIME,Crime Against Property,THEFT,Salisi,Salisi (Establishment),,No,,,,,,,,,,,,,,,,,,,,,,,,Filed in Pros / Court,No,Yes,No,Yes,1,Golf Course,,
2022-04-09,Saturday,10:06:00,202204-0696,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone 4,123.312073,9.316088,NON-INDEX CRIME,,SPECIALLAWS,PD 1602 / RA 9287  (GAMBLING),ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Piyat-piyat,"
	Confiscated pieces of evidence were:
                   a.) One (1) set of playing cards (52pcs), color white and Blue combination without case cover; and
                   b.) Cash money with the amount of Three Hundred Forty Pesos (340.00) used as bet money

",Php 340.00,,,,,,Filed in Pros / Court,No,Yes,No,Yes,4,(Inside Residences) - Public Residential Area,,
2022-04-09,Saturday,10:36:00,202204-0697,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone 4,123.312073,9.315834,NON-INDEX CRIME,,SPECIALLAWS,PD 1602 / RA 9287  (GAMBLING),ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Cara y Cruz / Hantak,"

	Confiscated pieces of evidence were:
                   a.) One (1) piece of Fifty pesos paper bill;
                   b.) Two (2) pieces of Twenty pesos of paper bill;
		c.) Three (3) pieces of one hundred pesos of paper bill;
		d.) One (1) piece of ten pesos coin;
		e.) Two (2) pieces of one-peso coin.
		f.) Three (3) pieces of one-peso coin used as Antogon and One (1) piece of Flat stone used as Hantakan.

",Php 405.00,,,,,,Filed in Pros / Court,No,Yes,No,Yes,8,(Inside Residences) - Public Residential Area,,
2022-04-09,Saturday,22:24:00,202204-0705,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone 4,123.311531,9.315784,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu,"

Confiscated pcs of evidence: 
a.) One (1) pc elongated heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu (subject of sale); 
b.) two (2) pcs. elongated heat-sealed transparent plastic sachet containing white crystalline substance believe to be shabu 
c.) One (1) pc medium size heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu with total estimated weight 3 grams with SDP value of Php 20,400.00; and
d.) One (1) genuine Five hundred Peso bill (Php 500.00).

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area,,
2022-04-09,Saturday,22:24:00,202204-0705,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone 4,123.311531,9.315784,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"

Confiscated pcs of evidence: 
a.) One (1) pc elongated heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu (subject of sale); 
b.) two (2) pcs. elongated heat-sealed transparent plastic sachet containing white crystalline substance believe to be shabu 
c.) One (1) pc medium size heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu with total estimated weight 3 grams with SDP value of Php 20,400.00; and
d.) One (1) genuine Five hundred Peso bill (Php 500.00).

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area,,
2022-04-10,Sunday,19:58:00,Traf(138)037,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,,123.311653,9.316253,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2022-04-10,Sunday,19:58:00,Traf(138)037,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,,123.311653,9.316253,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2022-04-12,Tuesday,12:05:00,202204-0715,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,LP Hypermart,123.297455,9.301239,INDEX CRIME,Crime Against Property,THEFT,Shop Lifting,Shoplifting,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Commercial-Business Establishments) - Grocery / Convenience Store / Sari sari Store,,
2022-04-13,Wednesday,14:00:00,Traf(138)039,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 3 (Barangay 3),"Fronting BDO, Colon St.",123.307365,9.304704,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2022-04-13,Wednesday,16:45:00,Traf(138)040,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 7 (Barangay 7),"Fronting Brgy., Hall, San Jose St.",123.304497,9.308217,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2022-04-14,Thursday,10:10:00,Traf(138)041,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,"Fronting MR. Donut, Flores Avenue",123.309296,9.312591,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2022-04-15,Friday,13:30:00,202204-0721,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Candau-ay,Purok Santol,123.262001,9.314728,NON-INDEX CRIME,,SPECIALLAWS,COCKFIGHTING LAW OF 1974 - PD 449,ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Fighting Cock,"
	Confiscated pieces of evidence were:
		a.) Two (2) wounded fighting cocks with gaff;
		b.) One Thousand One Hundred Fifty Five pesos (Php. 1, 155.00) as bet money; and
		c.) Seven (7) pcs gaff.

",Php 1155.00,,,,,,Filed in Pros / Court,No,Yes,No,Yes,5,Unihabited Place,,
2022-04-15,Friday,15:00:00,202204-0722,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Junob,Northern,123.28569,9.307391,NON-INDEX CRIME,,SPECIALLAWS,COCKFIGHTING LAW OF 1974 - PD 449,ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Fighting Cock,"
	Confiscated pieces of evidence were:
		a.) Two (2) wounded fighting cocks with gaff; and
		b.) Six Hundred Fifty pesos (Php. 650.00) as bet money.

",Php 650.00,,,,,,Filed in Pros / Court,No,Yes,No,Yes,5,Unihabited Place,,
2022-04-16,Saturday,3:30:00,202204-0723,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone 1,123.310478,9.315331,INDEX CRIME,Crime Against Property,ROBBERY,Robbery w/ Intimidation,Hold-up w/ sharp object,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,2,Along the Roads/Streets/Alleys,,
2022-04-17,Sunday,0:16:00,202204-0728,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Taclobo,Purok Kasadya,123.300682,9.306449,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu,"
Confiscated pcs of evidence: 
a.) One (1) pc small size elongated heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu (subject of sale); 
b.) Thirteen (13) pcs. small elongated heat-sealed transparent plastic sachets containing white crystalline substance believe to be shabu with total estimated weight 2 grams with SDP value of 13,600.00; 
c.) One (1) genuine Five hundred Peso bill (Php500.00); and
d.) One (1) empty plastic containing item letter (b).

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area,,
2022-04-17,Sunday,0:16:00,202204-0728,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Taclobo,Purok Kasadya,123.300682,9.306449,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"
Confiscated pcs of evidence: 
a.) One (1) pc small size elongated heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu (subject of sale); 
b.) Thirteen (13) pcs. small elongated heat-sealed transparent plastic sachets containing white crystalline substance believe to be shabu with total estimated weight 2 grams with SDP value of 13,600.00; 
c.) One (1) genuine Five hundred Peso bill (Php500.00); and
d.) One (1) empty plastic containing item letter (b).

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area,,
2022-04-18,Monday,10:30:00,202204-0730,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Candau-ay,Purok Sampaguita,123.266159,9.314802,INDEX CRIME,Crime Against Property,THEFT,Salisi,Salisi (Akyat Bahay),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences - Subdivision) - w/o Security Guard,,
2022-04-11,Monday,10:00:00,202204-0739,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 3 (Barangay 3),,123.304878,9.308344,NON-INDEX CRIME,,OTHERNONINDEX,Estafa,Failure to Pay Chit/Bill,,No,,,,,,,,,,,,,,,,,,,,,,,,Filed in Pros / Court,No,Yes,No,No,0,(Inside Residences - Subdivision) - w/o Security Guard,,
2022-04-22,Friday,8:45:00,Traf(138)042,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Mangnao-Canal,National Highway,123.298859,9.293523,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2022-04-20,Wednesday,15:50:00,Traf(138)043,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Candau-ay,,123.263741,9.313034,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2022-04-22,Friday,20:38:00,202204-0751,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Cantil-e,"Purok Malipayon, Lower Cantil-e",123.264114,9.287824,NON-INDEX CRIME,,SPECIALLAWS,OMNIBUS ELECTION CODE OF THE PHILIPPINES - BP 881,armed with bolo,,No,,,,,,,,,,,,,,,,,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area,,
2022-04-23,Saturday,1:44:00,202204-0753,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone 4,123.311531,9.315792,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu,"

confiscated pcs of evidence: 
a.) One (1) pc elongated  heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu (subject of sale); 
b. ) Three (3) pcs. elongated heat-sealed transparent plastic sachets containing white crystalline substance believe to be shabu;
c.) One (1) pc medium size elongated heat-seales transparent plastic sachet containing white crystalline substance believe to be shabu, with total estimated weight 5 grams with  SDP value of 34,000.00; 
d.) One (1)  genuine Five hundred Peso bill (Php 500.00 ); and
e.) One (1) gray pouch nike brand containing item letter b and c. 
f.) One (1) pc empty elongated plastic sachet.

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area,,
2022-04-23,Saturday,1:44:00,202204-0753,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone 4,123.311531,9.315792,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"

confiscated pcs of evidence: 
a.) One (1) pc elongated  heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu (subject of sale); 
b. ) Three (3) pcs. elongated heat-sealed transparent plastic sachets containing white crystalline substance believe to be shabu;
c.) One (1) pc medium size elongated heat-seales transparent plastic sachet containing white crystalline substance believe to be shabu, with total estimated weight 5 grams with  SDP value of 34,000.00; 
d.) One (1)  genuine Five hundred Peso bill (Php 500.00 ); and
e.) One (1) gray pouch nike brand containing item letter b and c. 
f.) One (1) pc empty elongated plastic sachet.

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area,,
2022-04-23,Saturday,15:50:00,202204-0759,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone 4,123.31163,9.31558,NON-INDEX CRIME,,SPECIALLAWS,PD 1602 / RA 9287  (GAMBLING),ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Piyat-piyat,"

	Confiscated pieces of evidence were:
a.) One (1) set of playing Cards (52 pcs).
b.) Three Hundred and forty pesos (Php 340.00) in different paper bills used as bet money.

",Php 340.00,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,4,(Inside Residences) - Public Residential Area,,
2022-04-23,Saturday,16:45:00,202204-0760,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone 4,123.311852,9.315432,NON-INDEX CRIME,,SPECIALLAWS,PD 1602 / RA 9287  (GAMBLING),ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Tong-its,"
	Confiscated pieces of evidence were:
	a.) One (1) set of playing Cards (52 pcs), Color combination of blue, white and red.
	b.) Four Hundred pesos (Php 400.00) in different paper bills used as bet money.

",Php 400.00,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,3,(Inside Residences) - Public Residential Area,,
2022-04-25,Monday,8:30:00,Traf(138)045,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 8 (Barangay 8),Intersection Colon Ext. and Cervantes St.,123.305679,9.304683,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2022-04-25,Monday,9:30:00,Traf(138)046,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Cantil-e,Lower,123.264626,9.286829,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,Yes (not rel. to RA 7610),,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2022-04-25,Monday,9:30:00,Traf(138)046,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Cantil-e,Lower,123.264626,9.286829,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,Yes (not rel. to RA 7610),,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2022-04-25,Monday,23:40:00,202204-0775,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Taclobo,K and K Lodging House,123.29982,9.312415,INDEX CRIME,Crime Against Person,HOMICIDE,Homicide,Stoning/Thrown object - H,,No,,"Stone, Hard Object",,,,,,,,,,,,,,,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Commercial-Business Establishments) - Resort/Hotel/Motel/Inn,,
2022-04-29,Friday,12:30:00,Traf(138)047,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,Infront of PEPSI Garage,123.289597,9.298804,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2022-04-29,Friday,12:30:00,Traf(138)047,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,Infront of PEPSI Garage,123.289597,9.298804,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2022-04-29,Friday,15:37:00,202204-0787,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,Purok Orchids,123.310509,9.303029,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu,"
Confiscated pcs of evidence: 
a.) One (1) pc elongated heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu (subject of sale); 
b.) One (1) pc. elongated heat-sealed transparent plastic sachets containing white crystalline substance believe to be shabu;
c.) One (1) pc medium size elongated heat-seales transparent plastic sachet containing white crystalline substance believe to be shabu, with total estimated weight 3 grams with SDP value of 20,400.00; 
d.) One (1) genuine Five hundred Peso bill (Php 500.00).
",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area,,
2022-04-29,Friday,15:37:00,202204-0787,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,Purok Orchids,123.310509,9.303029,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"
Confiscated pcs of evidence: 
a.) One (1) pc elongated heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu (subject of sale); 
b.) One (1) pc. elongated heat-sealed transparent plastic sachets containing white crystalline substance believe to be shabu;
c.) One (1) pc medium size elongated heat-seales transparent plastic sachet containing white crystalline substance believe to be shabu, with total estimated weight 3 grams with SDP value of 20,400.00; 
d.) One (1) genuine Five hundred Peso bill (Php 500.00).
",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area,,
2022-04-30,Saturday,9:40:00,202204-0789,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,Purok Orchids,123.308273,9.301388,NON-INDEX CRIME,,SPECIALLAWS,PD 1602 / RA 9287  (GAMBLING),ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Piyat-piyat,"
Confiscated pieces of evidence were:

a.) One (1) set of playing Cards with Blue, Yellow and White combination composed of Fifty-Two (52) pieces; and
b.) One Fifty (Php 150.00) pesos bills used as bet money.

",Php 150.00,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,4,(Inside Residences) - Public Residential Area,,
2022-04-30,Saturday,10:31:00,202204-0790,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone 2,123.311577,9.315496,NON-INDEX CRIME,,SPECIALLAWS,PD 1602 / RA 9287  (GAMBLING),ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Piyat-piyat,"
Confiscated pieces of evidence were:

a.) One (1) set of playing Cards color green composed of Fifty-Two (52) pieces; and
b.) One hundred Eighty Four (Php 184.00) pesos bills used as bet money.

",Php 184.00,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,4,(Inside Residences) - Public Residential Area,,
2022-04-02,Saturday,0:00:00,W-0006,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Batinguel,"Purok 4, Villa Alegre",123.288231,9.310482,NON-INDEX CRIME,,SPECIALLAWS,RA 7610 (CHILD ABUSE),Viol. of RA 7610 (Psychological Abuse),,Yes(RA 7610),,,,,,,,,,,,,,,,,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area,,
2022-03-02,Wednesday,13:00:00,W-0004,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Cantil-e,Purok Malipayon,123.264626,9.286829,INDEX CRIME,Crime Against Person,RAPE,RAPE (Art 335 RPC / RA 8353),Statutory Rape,,Yes(RA 7610),,,,,,,,,,,,,,,,,,,,,,,,Filed in Pros / Court,No,Yes,No,No,0,(Inside Residences) - Public Residential Area,,
2022-03-02,Wednesday,13:00:00,W-0004,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Cantil-e,Purok Malipayon,123.264626,9.286829,NON-INDEX CRIME,,SPECIALLAWS,RA 7610 (CHILD ABUSE),Viol. of RA 7610 (Sexual Abuse),,Yes(RA 7610),,,,,,,,,,,,,,,,,,,,,,,,Filed in Pros / Court,No,Yes,No,No,0,(Inside Residences) - Public Residential Area,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
