DateComtd,DayComtd,TimeComtd,EntryNo,PPO,Unit/Station,Area of Incident,Barangay,Bldg/House No/Street/Sitio,X,Y,CrimeType,IndexCrimeType,CrimeCategory,Classification,Mode of Commission,StreetCrime,InvolMinor?,SpecialCase,WeaponUsed,FACaliber,FAStatus,FALicenseNr,C-R-S Firearms,FADisposition,Transport,MotorcycleRidingCriminals,Driver(Suspect),VehOwner,VehType,VehPlateNum,Drugs,DrugConfsctdItem,Gmblng,GmblngConfsctdItem,GmblngAmntCnfsctd,CrnppngRecUnrec,RobType,BankRobAmt,EstblshmntType,EstblshmntName,CaseStat,Solved,Cleared,Uncleared/Unsolved,Arrest,NrArrstdSspct,Place of Occurrence*
2021-07-02,Friday,7:25:00,Traf(137)076,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 3 (Barangay 3),Intersection Silliman Ave. and Manuel L. Teves St.,123.307625,9.310323,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2021-07-03,Saturday,11:30:00,202107-1102,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone 3,123.309509,9.316067,NON-INDEX CRIME,,SPECIALLAWS,PD 1602 / RA 9287  (GAMBLING),ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Tong-its,"
	Confiscated pieces of evidence were:
		a.) 1 Set playing cards consisting 52 pcs without case; and
		b.) Bet money amounting to One Hundred Fifty One  (Php. 150.00) pesos.

",Php 150.00,,,,,,Filed in Pros / Court,No,Yes,No,Yes,3,(Inside Residences) - Public Residential Area
2021-07-03,Saturday,19:30:00,202107-1104,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 1 (Barangay 1),Purok Mutya,123.30941,9.303092,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal,bolo and knife brandishing and threatening the life ,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-07-04,Sunday,10:30:00,202107-1106,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Batinguel,"Purok 7, Villa Fortunata",123.278992,9.312335,NON-INDEX CRIME,,SPECIALLAWS,COCKFIGHTING LAW OF 1974 - PD 449,ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Fighting Cock,"
Two (2) fighting cocks seriously wounded all color red with gaff; and
Four (4) pieces one hundred peso bill served as bet money.

",Php 400.00,,,,,,Filed in Pros / Court,No,Yes,No,Yes,2,Unihabited Place
2021-07-05,Monday,8:00:00,Traf(137)077,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,"T Junction, fronting Palawan Pawnshop",123.298058,9.301102,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2021-07-05,Monday,11:15:00,202107-1110,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,Brgy. Hall,123.311501,9.300159,NON-INDEX CRIME,,OTHERNONINDEX,Assault/Resistance to Authority,displayed unpleasant behavior louder his voice and speak angrily ,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Commercial-Business Establishments) - Office 
2021-07-08,Thursday,17:02:00,202107-1121,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone 4,123.311966,9.316523,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu,"

Confiscated pcs of evidence: 
a.) One (1) pc medium size heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu (subject of sale);
b.) Two (2) pcs medium size transparent plastic sachet containing white crystalline substance believed to be shabu;
c.) Five (5) pcs elongated heat-sealed transparent plastic sachet containing 	white crystalline substance believed to be Shabu; with total estimated 	weight of 3 grams and  DDB value of Php 20,400.00; and
d.) One (1) pc genuine Five hundred Peso bill (Php 500.00 ) placed on top 	of the bogus money as buy bust money.

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-07-08,Thursday,17:02:00,202107-1121,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone 4,123.311966,9.316523,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"

Confiscated pcs of evidence: 
a.) One (1) pc medium size heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu (subject of sale);
b.) Two (2) pcs medium size transparent plastic sachet containing white crystalline substance believed to be shabu;
c.) Five (5) pcs elongated heat-sealed transparent plastic sachet containing 	white crystalline substance believed to be Shabu; with total estimated 	weight of 3 grams and  DDB value of Php 20,400.00; and
d.) One (1) pc genuine Five hundred Peso bill (Php 500.00 ) placed on top 	of the bogus money as buy bust money.

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-07-09,Friday,22:05:00,202107-1123,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Batinguel,"Diversion Road, Purok 7",123.287514,9.310345,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal, acted unruly,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-07-10,Saturday,4:15:00,202107-1125,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone IV,123.31192,9.316435,NON-INDEX CRIME,,SPECIALLAWS,PD 1602 / RA 9287  (GAMBLING),ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Tong-its,"
	Confiscated pieces of evidence were:
		a.) 1 Set playing cards consisting 52 pcs without case; and
		b.)Bet money amounting to One Hundred Ninety (Php. 190.00) pesos.

",Php 190.00,,,,,,Filed in Pros / Court,No,Yes,No,Yes,3,(Inside Residences) - Public Residential Area
2021-07-10,Saturday,5:20:00,202107-1126,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Daro,Dao St.,123.300354,9.317126,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu,"

Confiscated pcs of evidence: 
a.) One (1) pc elongated heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu (subject of sale);
b.)  Three (3) pcs elongated transparent plastic sachet containing white crystalline substance believed to be shabu;with total estimated weight of 1.5 grams and  DDB value of Php 10,200.00; and
c. ) One (1) pc genuine Five hundred Peso bill (Php 500.00 ) placed on top of the bogus money as buy bust money..

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-07-10,Saturday,5:20:00,202107-1126,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Daro,Dao St.,123.300354,9.317126,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"

Confiscated pcs of evidence: 
a.) One (1) pc elongated heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu (subject of sale);
b.)  Three (3) pcs elongated transparent plastic sachet containing white crystalline substance believed to be shabu;with total estimated weight of 1.5 grams and  DDB value of Php 10,200.00; and
c. ) One (1) pc genuine Five hundred Peso bill (Php 500.00 ) placed on top of the bogus money as buy bust money..

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-07-10,Saturday,13:45:00,202107-1128,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone 2,123.310608,9.315268,NON-INDEX CRIME,,SPECIALLAWS,PD 1602 / RA 9287  (GAMBLING),ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Piyat-piyat,"
	
	Confiscated pieces of evidence were:
		a.) 1 Set playing cards consisting 52 pcs without case; and
		b.) Bet money amounting to One Hundred Ten (Php. 110.00) pesos.

",Php 110.00,,,,,,Filed in Pros / Court,No,Yes,No,Yes,4,(Inside Residences) - Public Residential Area
2021-07-12,Monday,3:00:00,202107-1132,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,Canday-ong,123.310341,9.300159,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal,went wild,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-07-20,Tuesday,0:15:00,202107-1150,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Banilad,DCCCO Village,123.287071,9.275108,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal,went wild and acted in unruly,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences - Subdivision) - w/o Security Guard
2021-07-21,Wednesday,19:25:00,202107-1153,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,"At Chicken Dies Store, Flores Avenue corner Exit Port Area",123.310265,9.314214,INDEX CRIME,Crime Against Person,PHYSICALINJURIES,Less Serious Phy Inj,Stabbing/Hacking - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Filed in Pros / Court,No,Yes,No,Yes,1,(Commercial-Business Establishments) - Grocery / Convenience Store / Sari sari Store
2021-07-22,Thursday,15:10:00,202107-1154,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 3 (Barangay 3),Entrance of Lee Super Plaza,123.307533,9.307952,INDEX CRIME,Crime Against Property,ROBBERY,Robbery w/ Intimidation,Extortion,,No,,,,,,,,,,,,,,,,,,,,,,,,Filed in Pros / Court,No,Yes,No,Yes,1,(Commercial-Business Establishments) - Malls
2021-07-22,Thursday,23:20:00,202107-1155,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 2 (Barangay 2),Fronting Tinong's Store,123.308937,9.302311,INDEX CRIME,Crime Against Person,PHYSICALINJURIES,Less Serious Phy Inj,Mauling - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,4,Along the Roads/Streets/Alleys
2021-07-23,Friday,11:00:00,Traf(137)079,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 3 (Barangay 3),"Fronting NBYC, Real St.",123.305649,9.306777,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2021-07-23,Friday,10:20:00,Traf(137)080,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 3 (Barangay 3),"Fronting LBP, San Juan St.",123.307861,9.309506,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2021-07-24,Saturday,0:55:00,202107-1161,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Tabuctubig,Beside Brgy. Hall,123.3032,9.301774,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal," went wild,",,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-07-24,Saturday,2:40:00,202107-1162,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Junob,Purok Makugihon,123.283165,9.30647,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal, went wild,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-07-24,Saturday,6:57:00,202107-1163,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone II,123.310608,9.315268,NON-INDEX CRIME,,SPECIALLAWS,PD 1602 / RA 9287  (GAMBLING),ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Tong-its,"
	
	Confiscated pieces of evidence were:
		a.) 1 Set playing cards consisting 52 pcs without case; and
		b.)Bet money amounting to Two Hundred Fourty (Php. 240.00) pesos.

",Php 240.00,,,,,,Filed in Pros / Court,No,Yes,No,Yes,3,(Inside Residences) - Public Residential Area
2021-07-24,Saturday,9:15:00,202107-1164,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,Purok Orchids,123.307999,9.301404,NON-INDEX CRIME,,SPECIALLAWS,PD 1602 / RA 9287  (GAMBLING),ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Tong-its,"
	Confiscated pieces of evidence were:
		a.) 1 Set playing cards consisting 52 pieces, green/red combination; and
		b.) Bet money amounting to Three Hundred Fifty Pesos (Php 350.00).

",Php 350.00,,,,,,Filed in Pros / Court,No,Yes,No,Yes,3,(Inside Residences) - Public Residential Area
2021-07-24,Saturday,10:40:00,202107-1166,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,Purok Orchids,123.308075,9.301562,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu,"

	Confiscated pieces of evidence: 
	a.) One (1) pc elongated heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu (subject of sale);
	b.)  Three (3) pcs elongated transparent plastic sachet containing white crystalline substance believed to be shabu; with total estimated weight of 0.80 grams and  DDB value of Php 1,350.40; and
	c.) One (1) pc genuine Five hundred Peso bill (Php 500.00 ) placed on top of the bogus money as buy bust money. 

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-07-24,Saturday,10:40:00,202107-1166,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,Purok Orchids,123.308075,9.301562,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"

	Confiscated pieces of evidence: 
	a.) One (1) pc elongated heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu (subject of sale);
	b.)  Three (3) pcs elongated transparent plastic sachet containing white crystalline substance believed to be shabu; with total estimated weight of 0.80 grams and  DDB value of Php 1,350.40; and
	c.) One (1) pc genuine Five hundred Peso bill (Php 500.00 ) placed on top of the bogus money as buy bust money. 

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-07-28,Wednesday,15:11:00,202107-1186,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,Purok Germilina,123.276688,9.293118,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu,,,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-07-28,Wednesday,15:11:00,202107-1186,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,Purok Germilina,123.276688,9.293118,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,,,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-07-30,Friday,15:15:00,202107-1190,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Batinguel,"Fronting BIR, Lower Batinguel",123.294907,9.307621,INDEX CRIME,Crime Against Person,PHYSICALINJURIES,Less Serious Phy Inj,Stabbing/Hacking - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,Along the Roads/Streets/Alleys
2021-07-31,Saturday,6:30:00,202107-1192,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Cadawinonan,Purok Sto. Niño,123.270531,9.305125,INDEX CRIME,Crime Against Person,PHYSICALINJURIES,Less Serious Phy Inj,Stabbing/Hacking - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,
2021-07-02,Friday,18:00:00,W-0001,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 1 (Barangay 1),Tinago,123.30941,9.303092,NON-INDEX CRIME,,SPECIALLAWS,RA 9262 (VAWC),Viol. of RA 9262 (Psychological Abuse),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-07-06,Tuesday,15:00:00,W-0005,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Batinguel,Purok 3,123.287514,9.310345,NON-INDEX CRIME,,SPECIALLAWS,RA 9262 (VAWC),Viol. of RA 9262 (Physical Abuse),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-07-08,Thursday,21:00:00,W-0008,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bantayan,"Sto. Niño Ladies Dormitory, sabina Piñero Drive, Hibbard Ave., ",123.303093,9.327057,NON-INDEX CRIME,,SPECIALLAWS,RA 9262 (VAWC),Viol. of RA 9262 (Psychological Abuse),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,(Inside Residences) - Public Residential Area
2021-07-09,Friday,20:00:00,W-0009,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Pulantubig,,123.297836,9.326119,NON-INDEX CRIME,,SPECIALLAWS,RA 9262 (VAWC),Viol. of RA 9262 (Physical Abuse),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-07-14,Wednesday,16:00:00,W-0010,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 8 (Barangay 8),Cervantes Ext.,123.304169,9.305721,NON-INDEX CRIME,,SPECIALLAWS,RA 9262 (VAWC),Viol. of RA 9262 (Physical Abuse),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-07-18,Sunday,6:45:00,W-0013,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 7 (Barangay 7),"Golden Gate Hotel, Dr. V. Locsin St.",123.304581,9.307142,NON-INDEX CRIME,,SPECIALLAWS,KIDNAPPING AND FAILURE TO RETURN A MINOR  - RPC Art. 270,KIDNAPPING AND FAILURE TO RETURN A MINOR  - RPC Art. 270,,No,,,,,,,,,,,,,,,,,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,3,(Commercial-Business Establishments) - Resort/Hotel/Motel/Inn
2021-07-28,Wednesday,7:30:00,W-0024,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Batinguel,"Purok 4, Lower Batinguel",123.287514,9.310345,INDEX CRIME,Crime Against Person,MURDER,Parricide,Stabbing/Hacking - M,,No,,Instrument(Sharp/Bladed),,,,,,,,,,,,,,,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-04-01,Thursday,,202107-1115,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 8 (Barangay 8),,123.304169,9.305721,NON-INDEX CRIME,,OTHERNONINDEX,Estafa,Collection sum of money,,No,,,,,,,,,,,,,,,,,,,,,,,,Filed in Pros / Court,No,Yes,No,No,0,(Inside Residences) - Public Residential Area
2021-01-03,Sunday,23:00:00,W-0021,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Piapi,Tugas,123.300507,9.322658,INDEX CRIME,Crime Against Person,RAPE,RAPE (Art 335 RPC / RA 8353),Lust,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,(Inside Residences - Subdivision) - w/o Security Guard
2021-04-01,Thursday,7:00:00,W-0043,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Junob,Purok Mabugnawon,123.275917,9.291774,INDEX CRIME,Crime Against Person,RAPE,RAPE (Art 335 RPC / RA 8353),Lust,,Yes(RA 7610),,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,(Inside Residences) - Public Residential Area
2021-08-02,Monday,12:15:00,Traf(137)081,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 3 (Barangay 3),Intersection Perdicest St. and Sta. Rosa St.,123.3078,9.30368,NON-INDEX CRIME,,OTHERNONINDEX,Other Non-Index,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2021-08-02,Monday,19:35:00,202108-1197,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Daro,Fronting Jollibee North Road,123.304771,9.311523,INDEX CRIME,Crime Against Person,PHYSICALINJURIES,Less Serious Phy Inj,Stabbing/Hacking - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Filed in Pros / Court,No,Yes,No,Yes,1,(Commercial-Business Establishments) - Restaurant /Fastfood Chain/Eatery
2021-08-03,Tuesday,8:10:00,202108-1199,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone II,123.308533,9.314543,NON-INDEX CRIME,,SPECIALLAWS,PD 1602 / RA 9287  (GAMBLING),ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Tong-its,"
	Confiscated pieces of evidence were:
		a.) 1 Set playing cards consisting 52 pieces with case; and
		b.) Bet money amounting to Two Hundred Ten (Php. 210.00) pesos.

",Php 210.00,,,,,,Filed in Pros / Court,No,Yes,No,Yes,3,(Inside Residences) - Public Residential Area
2021-08-04,Wednesday,8:15:00,Traf(137)082,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Banilad,"Fronting Bandian Apt., Banilad Highway",123.293518,9.280654,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2021-08-04,Wednesday,8:15:00,Traf(137)082,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Banilad,"Fronting Bandian Apt., Banilad Highway",123.293518,9.280654,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2021-08-05,Thursday,20:20:00,Traf(137)083,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Banilad,"South National Road, Corner Banilad-Bajumpandan Road",123.293159,9.27919,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2021-08-05,Thursday,20:20:00,Traf(137)083,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Banilad,"South National Road, Corner Banilad-Bajumpandan Road",123.293159,9.27919,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2021-08-06,Friday,22:45:00,202108-1204,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Katada St.,123.30883,9.311893,NON-INDEX CRIME,,OTHERNONINDEX,Trespassing,forcibly entered ,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences - Subdivision) - w Security Guard
2021-08-07,Saturday,8:15:00,202108-1206,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone II,123.308861,9.314394,NON-INDEX CRIME,,SPECIALLAWS,PD 1602 / RA 9287  (GAMBLING),ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Piyat-piyat,"
	
	Confiscated pieces of evidence were:
		a.) 1 Set playing cards consisting 52 pieces, green/red combination; and
		b.) Bet money amounting to Two Hundred Fifty Pesos (Php 250.00).

",Php 250.00,,,,,,Filed in Pros / Court,No,Yes,No,Yes,4,(Inside Residences) - Public Residential Area
2021-08-07,Saturday,8:50:00,202108-1208,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone IV,123.311317,9.31531,NON-INDEX CRIME,,SPECIALLAWS,PD 1602 / RA 9287  (GAMBLING),ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Piyat-piyat,"
	Confiscated pieces of evidence were:
		a.) 1 Set playing cards consisting 52 pieces, green/red combination; and
		b.) Bet money amounting to Ninety Pesos (Php 90.00).

",Php 90.00,,,,,,Filed in Pros / Court,No,Yes,No,Yes,4,(Inside Residences) - Public Residential Area
2021-08-07,Saturday,11:40:00,Traf(137)084,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Daro,Fronting Eterna Funeral Chapel,123.299896,9.321128,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2021-08-07,Saturday,7:50:00,Traf(137)085,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 7 (Barangay 7),Fronting Police Station. Locsin St.,123.30468,9.306875,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2021-08-08,Sunday,20:10:00,Traf(137)086,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Camanjac,"Fronting Lugatiman Residence, Rovira Road",123.280846,9.323372,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2021-08-09,Monday,7:30:00,202108-1211,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Taclobo,"George Sy Apt., Ciriaco Espina St., Bag-ong Dalan",123.295555,9.310183,INDEX CRIME,Crime Against Property,ROBBERY,Robbery w/ ForceUponThings,Crowbar/Destroying Lock,,No,,,,,,,,,,,,,,,,,,,,,,,,Under Investigation,No,No,Yes,No,0,(Commercial-Business Establishments) - Office 
2021-08-10,Tuesday,11:13:00,Traf(137)087,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Tabuctubig,Fronting Breadcamp,123.302887,9.2995,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2021-08-10,Tuesday,13:05:00,Traf(137)088,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 4 (Barangay 4),Intersection Sta. Catalina St. and Surban St.,123.308685,9.306479,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
